0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label
0.0,0.0,0.0,0.0,0.12549019607843137,0.0,0.0,0.0,0.0,0.0,0.6274509803921569,3.074509803921569,1.6313725490196078,1.2549019607843137,0.0,0.0,0.0,0.0,2.635294117647059,1.3176470588235294,0.0,2.1333333333333333,0.12549019607843137,0.0,0.0,0.0,2.9490196078431374,0.06274509803921569,0.18823529411764706,2.1333333333333333,0.06274509803921569,0.0,0.0,0.0,1.192156862745098,1.6313725490196078,1.7568627450980392,0.6901960784313725,0.0,0.0,0.0,0.0,0.0,0.12549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18823529411764706,1.6313725490196078,1.5058823529411764,0.18823529411764706,0.0,0.0,0.0,0.0,0.18823529411764706,1.4431372549019608,2.007843137254902,0.5019607843137255,0.0,0.0,0.0,0.0,0.5019607843137255,2.8862745098039215,2.384313725490196,0.6274509803921569,0.06274509803921569,0.0,0.0,0.0,0.0,0.06274509803921569,0.4392156862745098,1.3176470588235294,1.1294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12549019607843137,1.6941176470588235,0.5019607843137255,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,1.0666666666666667,0.8784313725490196,0.0,0.0,0.0,0.0,0.0,0.12549019607843137,1.5058823529411764,1.3176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12549019607843137,2.007843137254902,1.6313725490196078,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,1.4431372549019608,2.8862745098039215,0.9411764705882353,0.0,0.0,0.0,0.0,0.3137254901960784,1.380392156862745,1.7568627450980392,1.192156862745098,0.0,0.0,0.0,0.0,0.06274509803921569,0.18823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25098039215686274,0.8784313725490196,0.3137254901960784,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.7529411764705882,2.3215686274509806,0.4392156862745098,0.0,0.0,0.0,0.0,1.0666666666666667,2.5725490196078433,1.5686274509803921,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,1.003921568627451,1.5686274509803921,1.4431372549019608,0.18823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.06274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8156862745098039,0.8784313725490196,0.0,0.0,0.0,0.0,0.0,1.003921568627451,2.5725490196078433,2.5725490196078433,0.6274509803921569,0.0,0.0,0.0,0.0,0.3137254901960784,0.7529411764705882,2.76078431372549,0.6274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,2.007843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7568627450980392,0.06274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18823529411764706,1.5058823529411764,0.06274509803921569,1.6941176470588235,0.5019607843137255,0.0,0.0,0.0,0.3137254901960784,2.1333333333333333,0.25098039215686274,3.011764705882353,2.2588235294117647,0.12549019607843137,0.0,0.0,0.0,1.003921568627451,1.6941176470588235,1.4431372549019608,1.5058823529411764,0.06274509803921569,0.0,0.0,0.0,0.0,0.06274509803921569,0.18823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.0,0.0,0.0,0.0,0.0,0.12549019607843137,0.0,0.0,0.0,0.0,0.6901960784313725,1.5058823529411764,1.5058823529411764,1.192156862745098,0.06274509803921569,0.0,0.0,0.0,1.5058823529411764,1.8196078431372549,1.5686274509803921,0.8156862745098039,0.0,0.0,0.0,0.0,0.25098039215686274,1.1294117647058823,1.0666666666666667,1.9450980392156862,0.0,0.0,0.0,0.0,0.3137254901960784,2.384313725490196,1.6941176470588235,0.3137254901960784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,1.003921568627451,1.8823529411764706,0.5019607843137255,0.0,0.0,0.0,0.0,2.1333333333333333,2.8862745098039215,3.011764705882353,1.1294117647058823,0.06274509803921569,0.0,0.0,0.25098039215686274,1.8823529411764706,1.4431372549019608,1.003921568627451,2.447058823529412,0.8156862745098039,0.0,0.0,0.7529411764705882,2.070588235294118,1.4431372549019608,1.380392156862745,0.6274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6274509803921569,1.3176470588235294,0.06274509803921569,0.0,0.0,0.0,0.0,0.8784313725490196,1.6941176470588235,0.8156862745098039,0.5019607843137255,0.06274509803921569,0.0,0.0,0.0,2.007843137254902,2.1333333333333333,1.3176470588235294,2.447058823529412,0.3764705882352941,0.0,0.0,0.0,1.0666666666666667,2.5098039215686274,1.5058823529411764,1.192156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
